Time,AccV,AccML,AccAP,StartHesitation,Turn,Walking
0,-9.5973401470362,-0.161938289002748,-0.909777728397318,0,0,0
1,-9.5943401470362,-0.160938289002748,-0.895777728397318,0,0,0
2,-9.5903401470362,-0.167938289002748,-0.882777728397317,0,0,0
3,-9.5903401470362,-0.186938289002748,-0.878777728397318,0,0,0
4,-9.5853401470362,-0.179938289002748,-0.880777728397318,0,0,0
5,-9.5993401470362,-0.174938289002748,-0.860777728397318,0,0,0
6,-9.5923401470362,-0.193938289002748,-0.851777728397318,0,0,0
7,-9.5973401470362,-0.177938289002748,-0.833777728397318,0,0,0
8,-9.6083401470362,-0.176938289002748,-0.821777728397318,0,0,0
9,-9.6283401470362,-0.167938289002748,-0.830777728397318,0,0,0
10,-9.6513401470362,-0.173938289002748,-0.844777728397318,0,0,0
11,-9.6013401470362,-0.193938289002748,-0.835777728397318,0,0,0
12,-9.5713401470362,-0.190938289002748,-0.855777728397318,0,0,0
13,-9.6013401470362,-0.181938289002748,-0.799777728397318,0,0,0
14,-9.6193401470362,-0.181938289002748,-0.785777728397318,0,0,0
15,-9.5913401470362,-0.190938289002748,-0.789777728397318,0,0,0
16,-9.5953401470362,-0.179938289002748,-0.808777728397318,0,0,0
17,-9.5853401470362,-0.192938289002748,-0.796777728397318,0,0,0
18,-9.5763401470362,-0.199938289002748,-0.799777728397318,0,0,0
19,-9.6033401470362,-0.199938289002748,-0.771777728397318,0,0,0
20,-9.6663401470362,-0.193938289002748,-0.758777728397318,0,0,0
21,-9.6863401470362,-0.214938289002748,-0.758777728397318,0,0,0
22,-9.6163401470362,-0.225938289002748,-0.742777728397318,0,0,0
23,-9.5663401470362,-0.249938289002748,-0.729777728397318,0,0,0
24,-9.4713401470362,-0.289938289002748,-0.679777728397318,0,0,0
25,-9.4773401470362,-0.289938289002748,-0.708777728397318,0,0,0
26,-9.5613401470362,-0.276938289002748,-0.706777728397318,0,0,0
27,-9.5703401470362,-0.269938289002748,-0.692777728397318,0,0,0
28,-9.5713401470362,-0.272938289002748,-0.700777728397318,0,0,0
29,-9.5823401470362,-0.274938289002748,-0.688777728397318,0,0,0
30,-9.5933401470362,-0.285938289002748,-0.688777728397318,0,0,0
31,-9.5653401470362,-0.291938289002748,-0.685777728397318,0,0,0
32,-9.5753401470362,-0.288938289002748,-0.670777728397318,0,0,0
33,-9.5703401470362,-0.296938289002748,-0.677777728397318,0,0,0
34,-9.5703401470362,-0.298938289002748,-0.692777728397318,0,0,0
35,-9.5793401470362,-0.299938289002748,-0.684777728397318,0,0,0
36,-9.5773401470362,-0.292938289002748,-0.708777728397318,0,0,0
37,-9.5753401470362,-0.269938289002748,-0.718777728397318,0,0,0
38,-9.5793401470362,-0.264938289002748,-0.733777728397317,0,0,0
39,-9.5763401470362,-0.255938289002748,-0.759777728397318,0,0,0
40,-9.5603401470362,-0.252938289002748,-0.747777728397318,0,0,0
41,-9.5693401470362,-0.252938289002748,-0.776777728397318,0,0,0
42,-9.5503401470362,-0.254938289002748,-0.736777728397318,0,0,0
43,-9.5823401470362,-0.247938289002748,-0.842777728397318,0,0,0
44,-9.5733401470362,-0.228938289002748,-0.956777728397318,0,0,0
45,-9.5553401470362,-0.258938289002748,-0.767777728397318,0,0,0
46,-9.5773401470362,-0.263938289002748,-0.788777728397318,0,0,0
47,-9.5713401470362,-0.261938289002748,-0.792777728397318,0,0,0
48,-9.5753401470362,-0.251938289002748,-0.794777728397318,0,0,0
49,-9.5723401470362,-0.250938289002748,-0.778777728397318,0,0,0
50,-9.5733401470362,-0.247938289002748,-0.774777728397318,0,0,0
51,-9.5733401470362,-0.262938289002748,-0.756777728397318,0,0,0
52,-9.5643401470362,-0.272938289002748,-0.745777728397318,0,0,0
53,-9.5563401470362,-0.274938289002748,-0.744777728397318,0,0,0
54,-9.5713401470362,-0.256938289002748,-0.740777728397318,0,0,0
55,-9.5663401470362,-0.265938289002748,-0.737777728397318,0,0,0
56,-9.5663401470362,-0.267938289002748,-0.744777728397318,0,0,0
57,-9.5523401470362,-0.251938289002748,-0.733777728397317,0,0,0
58,-9.5633401470362,-0.253938289002748,-0.746777728397318,0,0,0
59,-9.5503401470362,-0.245938289002748,-0.717777728397318,0,0,0
60,-9.5343401470362,-0.238938289002748,-0.694777728397318,0,0,0
61,-9.5393401470362,-0.265938289002748,-0.708777728397318,0,0,0
62,-9.5573401470362,-0.263938289002748,-0.753777728397318,0,0,0
63,-9.6123401470362,-0.222938289002748,-0.801777728397318,0,0,0
64,-9.5623401470362,-0.202938289002748,-0.824777728397318,0,0,0
65,-9.5403401470362,-0.187938289002748,-0.840777728397318,0,0,0
66,-9.5063401470362,-0.183938289002748,-0.839777728397318,0,0,0
67,-9.5243401470362,-0.200938289002748,-0.837777728397318,0,0,0
68,-9.5123401470362,-0.250938289002748,-0.797777728397318,0,0,0
69,-9.4963401470362,-0.257938289002748,-0.760777728397318,0,0,0
